Appendix S1. MammalDIET 2 dataset: dietary information for additional 1261 species not covered by Kissling et al. (2014).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binomial,Order,Family,Genus,Species,Animal,Vertebrate,Mammal,Bird,Herptile,Fish,Invertebrate,Plant,Seed,Fruit,Nectar,Root,Leaf,Woody,Herbaceous,Other,TrophicLevel,MammalEater,Insectivore,Frugivore,Granivore,Folivore,Bibliography,,,,,,,,,,,,,,,,,,,,,,,,,
Sylvilagus robustus,LAGOMORPHA,LEPORIDAE,Sylvilagus,robustus,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,Herbivore,0,0,0,0,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Thomomys bottae,RODENTIA,GEOMYIDAE,Thomomys,bottae,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Thrichomys pachyurus,RODENTIA,ECHIMYIDAE,Thrichomys,pachyurus,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,Herbivore,0,0,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Toromys grandis,RODENTIA,ECHIMYIDAE,Toromys,grandis,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Trinomys albispinus,RODENTIA,ECHIMYIDAE,Trinomys,albispinus,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Trinomys dimidiatus,RODENTIA,ECHIMYIDAE,Trinomys,dimidiatus,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Trinomys eliasi,RODENTIA,ECHIMYIDAE,Trinomys,eliasi,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Trinomys gratiosus,RODENTIA,ECHIMYIDAE,Trinomys,gratiosus,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Trinomys iheringi,RODENTIA,ECHIMYIDAE,Trinomys,iheringi,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Trinomys mirapitanga,RODENTIA,ECHIMYIDAE,Trinomys,mirapitanga,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Trinomys moojeni,RODENTIA,ECHIMYIDAE,Trinomys,moojeni,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Trinomys paratus,RODENTIA,ECHIMYIDAE,Trinomys,paratus,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Trinomys setosus,RODENTIA,ECHIMYIDAE,Trinomys,setosus,1,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,Omnivore,0,0,1,0,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Trinomys yonenagae,RODENTIA,ECHIMYIDAE,Trinomys,yonenagae,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,1,0,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Zygogeomys trichopus,RODENTIA,GEOMYIDAE,Zygogeomys,trichopus,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,Herbivore,0,0,0,0,1,"Wilson et al. 2016. Handbook of the mammals of the world. 6. Lagomorphs and Rodents. Lynx Edicions, Barcelona.",,,,,,,,,,,,,,,,,,,,,,,,,
Aethomys ineptus,RODENTIA,MURIDAE,Aethomys,ineptus,1,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,Omnivore,0,1,0,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Aethomys namaquensis,RODENTIA,MURIDAE,Aethomys,namaquensis,1,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,Omnivore,0,1,0,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Amblysomus septentrionalis,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,septentrionalis,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Arvicanthis blicki,RODENTIA,MURIDAE,Arvicanthis,blicki,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Atelerix frontalis,EULIPOTYPHLA,ERINACEIDAE,Atelerix,frontalis,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2,Omnivore,1,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Cephalophus ogilbyi,CETARTIODACTYLA,BOVIDAE,Cephalophus,ogilbyi,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,Herbivore,0,0,1,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Chlorotalpa duthieae,AFROSORICIDA,CHRYSOCHLORIDAE,Chlorotalpa,duthieae,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura caliginea,EULIPOTYPHLA,SORICIDAE,Crocidura,caliginea,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura congobelgica,EULIPOTYPHLA,SORICIDAE,Crocidura,congobelgica,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura crossei,EULIPOTYPHLA,SORICIDAE,Crocidura,crossei,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura denti,EULIPOTYPHLA,SORICIDAE,Crocidura,denti,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura dolichura,EULIPOTYPHLA,SORICIDAE,Crocidura,dolichura,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura douceti,EULIPOTYPHLA,SORICIDAE,Crocidura,douceti,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura fuscomurina,EULIPOTYPHLA,SORICIDAE,Crocidura,fuscomurina,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura hirta,EULIPOTYPHLA,SORICIDAE,Crocidura,hirta,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura jacksoni,EULIPOTYPHLA,SORICIDAE,Crocidura,jacksoni,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura jouvenetae,EULIPOTYPHLA,SORICIDAE,Crocidura,jouvenetae,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura ludia,EULIPOTYPHLA,SORICIDAE,Crocidura,ludia,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Omnivore,0,1,0,1,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura maurisca,EULIPOTYPHLA,SORICIDAE,Crocidura,maurisca,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Omnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura montis,EULIPOTYPHLA,SORICIDAE,Crocidura,montis,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,Omnivore,0,1,0,1,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura muricauda,EULIPOTYPHLA,SORICIDAE,Crocidura,muricauda,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura nimbae,EULIPOTYPHLA,SORICIDAE,Crocidura,nimbae,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura niobe,EULIPOTYPHLA,SORICIDAE,Crocidura,niobe,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura obscurior,EULIPOTYPHLA,SORICIDAE,Crocidura,obscurior,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Omnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura poensis,EULIPOTYPHLA,SORICIDAE,Crocidura,poensis,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Crocidura sicula,EULIPOTYPHLA,SORICIDAE,Crocidura,sicula,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Carnivore,0,1,0,0,0,"Brahmi , S. Aulagnier , S. Slimani , C. S. Mann , S. Doumandji & B. Baziz (2012) Diet of the Greater white-toothed shrew Crocidura russula (Mammalia: Soricidae) in Grande Kabylie (Algeria), Italian Journal of Zoology, 79:2, 239-245 ",,,,,,,,,,,,,,,,,,,,,,,,,
Dasymys montanus,RODENTIA,MURIDAE,Dasymys,montanus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Herbivore,0,0,0,0,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Dasymys nudipes,RODENTIA,MURIDAE,Dasymys,nudipes,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,Omnivore,0,1,0,0,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Dasymys rufulus,RODENTIA,MURIDAE,Dasymys,rufulus,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Herbivore,0,0,0,0,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Dendromus insignis,RODENTIA,NESOMYIDAE,Dendromus,insignis,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Dendromus kahuziensis,RODENTIA,NESOMYIDAE,Dendromus,kahuziensis,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,Herbivore,0,0,1,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Dendromus kivu,RODENTIA,NESOMYIDAE,Dendromus,kivu,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Omnivore,0,1,0,1,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Dendromus messorius,RODENTIA,NESOMYIDAE,Dendromus,messorius,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Herbivore,0,0,1,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Dendromus mystacalis,RODENTIA,NESOMYIDAE,Dendromus,mystacalis,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,Omnivore,0,1,0,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Dendromus nyikae,RODENTIA,NESOMYIDAE,Dendromus,nyikae,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Omnivore,0,1,0,1,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Elephantulus myurus,MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,myurus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Epomophorus labiatus,CHIROPTERA,PTEROPODIDAE,Epomophorus,labiatus,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Herbivore,0,0,1,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Epomops buettikoferi,CHIROPTERA,PTEROPODIDAE,Epomops,buettikoferi,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Herbivore,0,0,1,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Eudorcas albonotata,CETARTIODACTYLA,BOVIDAE,Eudorcas,albonotata,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,Herbivore,0,0,0,0,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Galago matschiei,PRIMATES,GALAGIDAE,Galago,matschiei,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,Omnivore,0,1,1,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbilliscus afra,RODENTIA,MURIDAE,Gerbilliscus,afra,1,0,0,0,0,0,2,1,1,0,0,1,0,0,1,1,Omnivore,0,1,0,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbilliscus boehmi,RODENTIA,MURIDAE,Gerbilliscus,boehmi,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Omnivore,0,1,0,0,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbilliscus brantsii,RODENTIA,MURIDAE,Gerbilliscus,brantsii,1,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,Omnivore,0,1,0,0,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbilliscus gambiana,RODENTIA,MURIDAE,Gerbilliscus,gambiana,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Omnivore,0,1,0,1,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbilliscus inclusus,RODENTIA,MURIDAE,Gerbilliscus,inclusus,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbilliscus kempi,RODENTIA,MURIDAE,Gerbilliscus,kempi,0,0,0,0,0,0,0,1,1,0,0,2,2,0,2,0,Herbivore,0,0,1,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbilliscus leucogaster,RODENTIA,MURIDAE,Gerbilliscus,leucogaster,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,Omnivore,0,1,0,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbilliscus nigricaudus,RODENTIA,MURIDAE,Gerbilliscus,nigricaudus,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,Omnivore,0,1,0,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbilliscus robustus,RODENTIA,MURIDAE,Gerbilliscus,robustus,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,Omnivore,0,1,1,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbilliscus validus,RODENTIA,MURIDAE,Gerbilliscus,validus,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,Omnivore,0,1,0,0,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbillurus setzeri,RODENTIA,MURIDAE,Gerbillurus,setzeri,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,Omnivore,0,1,0,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbillurus tytonis,RODENTIA,MURIDAE,Gerbillurus,tytonis,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Omnivore,0,1,0,0,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbillurus vallinus,RODENTIA,MURIDAE,Gerbillurus,vallinus,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,Omnivore,0,1,0,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbillus nanus,RODENTIA,MURIDAE,Gerbillus,nanus,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Herbivore,0,0,0,0,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Gerbillus nigeriae,RODENTIA,MURIDAE,Gerbillus,nigeriae,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,Omnivore,0,1,0,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Grammomys buntingi,RODENTIA,MURIDAE,Grammomys,buntingi,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Herbivore,0,0,0,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Grammomys kuru,RODENTIA,MURIDAE,Grammomys,kuru,1,0,0,0,0,0,2,1,1,1,0,0,1,0,1,0,Omnivore,0,1,1,0,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Grammomys macmillani,RODENTIA,MURIDAE,Grammomys,macmillani,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Herbivore,0,0,0,0,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Graphiurus crassicaudatus,RODENTIA,GLIRIDAE,Graphiurus,crassicaudatus,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Heimyscus fumosus,RODENTIA,MURIDAE,Heimyscus,fumosus,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,Omnivore,0,1,0,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Hipposideros beatus,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,beatus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Hipposideros gigas,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,gigas,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Hipposideros ruber,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,ruber,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Hipposideros vittatus,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,vittatus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carnivore,0,1,0,0,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Hybomys planifrons,RODENTIA,MURIDAE,Hybomys,planifrons,1,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,Omnivore,0,1,1,0,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Hybomys trivirgatus,RODENTIA,MURIDAE,Hybomys,trivirgatus,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,Omnivore,0,1,0,0,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Hylomyscus aeta,RODENTIA,MURIDAE,Hylomyscus,aeta,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Omnivore,0,1,1,1,0,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
Hylomyscus alleni,RODENTIA,MURIDAE,Hylomyscus,alleni,1,0,0,0,0,0,2,1,1,1,0,1,1,0,1,0,Omnivore,0,1,1,1,1,"Kingdon et al. 2013. Mammals of Africa (Vols. 1-6).  Bloomsbury Natural History, London. ",,,,,,,,,,,,,,,,,,,,,,,,,
